RANK,NAME,SYMBOL,PRICE($),VOLUME,MARKETCAP,EventProcessedDate
10,Fantom,ftm,0.515783,326856922,1432435851.0,2023-02-14
11,Aptos,apt,14.4199,318400363,2109822927.0,2023-02-14
12,Hashflow,hft,0.689324,238724455,120789675.0,2023-02-14
13,SingularityNET,agix,0.460189,229421992,539086951.0,2023-02-14
14,Cardano,ada,0.385771,186662069,13519365252.0,2023-02-14
15,SHIBA INU,shib,1.268e-05,170457942,7473226394.0,2023-02-14
16,Dogecoin,doge,0.0833699,169395796,11445658397.0,2023-02-14
17,Optimism,op,2.40907,163061403,541436128.0,2023-02-14
18,The Graph,grt,0.166899,162047198,1466737040.0,2023-02-14
19,Fetch.ai,fet,0.452255,158327954,311204764.0,2023-02-14
20,Litecoin,ltc,95.3317,154651339,6846685994.0,2023-02-14
21,Lido DAO Token,ldo,2.55059,134452379,2113620852.0,2023-02-14
22,Mina,mina,1.0098,116267472,846883399.0,2023-02-14
23,Render Token,rndr,1.73111,110275599,479242418.0,2023-02-14
24,Avalanche,avax,18.091,100314402,5660574469.0,2023-02-14
25,dYdX,dydx,2.62717,97137540,367610286.0,2023-02-14
26,Gala,gala,0.0438526,95865883,330758393.0,2023-02-14
27,Curve,crv,1.06997,94906747,778982330.0,2023-02-14
28,Magic,magic,1.66429,92227072,344504511.0,2023-02-14
29,Hooked Protocol,hook,2.58463,89746779,129231540.0,2023-02-14
30,ChainLink,link,6.79315,81087608,3339515584.0,2023-02-14
31,The Sandbox,sand,0.710623,80278852,1117070131.0,2023-02-14
32,Polkadot,dot,6.22109,77035352,7349937657.0,2023-02-14
33,TRON,trx,0.0667299,76064831,6142779776.0,2023-02-14
34,Hedera,hbar,0.0865709,75408512,2205223431.0,2023-02-14
35,Oasis Network,rose,0.0789166,70491507,396899870.0,2023-02-14
36,Cosmos,atom,13.4209,67897533,3885058883.0,2023-02-14
37,Multi Collateral DAI,dai,0.999915,64711429,5194907141.0,2023-02-14
38,NEAR Protocol,near,2.23857,60442274,1873332513.0,2023-02-14
39,Terra Classic,luna,0.000169367,60166079,1007010578.0,2023-02-14
40,Blur,blur,0.624842,59451559,0.0,2023-02-14
41,TerraClassicUSD,ust,0.03039,59437638,297806753.0,2023-02-14
42,Aave,aave,82.5031,57637680,1167468779.0,2023-02-14
43,Highstreet,high,3.25296,56663464,99679542.0,2023-02-14
44,Filecoin,fil,5.07622,52086021,1977257715.0,2023-02-14
45,USDD,usdd,0.986715,51680802,715696391.0,2023-02-14
46,Ocean Protocol,ocean,0.47547,49715521,206367059.0,2023-02-14
47,Loopring,lrc,0.412398,49425732,513845569.0,2023-02-14
48,Decentraland,mana,0.67458,48297673,1225454918.0,2023-02-14
49,JasmyCoin,jasmy,0.00658062,47932580,169302748.0,2023-02-14
50,Onyxcoin,xcn,0.0174396,46320518,374478743.0,2023-02-14
1,Tether,usdt,1.00047,19223325699,69215134636.0,2023-02-14
2,Bitcoin,btc,22252.6,13833147307,428624694554.0,2023-02-14
3,Binance USD,busd,0.999532,7438674092,21833179107.0,2023-02-14
4,Ethereum,eth,1556.0,3218147145,188973511494.0,2023-02-14
5,USD Coin,usdc,0.999901,589044176,42561175527.0,2023-02-14
6,Solana,sol,21.7462,466661764,7968127320.0,2023-02-14
7,XRP,xrp,0.378664,391603436,19082977709.0,2023-02-14
8,Polygon,matic,1.25359,388168122,11226497629.0,2023-02-14
9,Binance Coin,bnb,296.751,340478487,47654666901.0,2023-02-14
10,Fantom,ftm,0.51573,326856628,1432289143.0,2023-02-14
11,Aptos,apt,14.4199,318409700,2109822927.0,2023-02-14
12,Hashflow,hft,0.690571,238682561,121008216.0,2023-02-14
13,SingularityNET,agix,0.460254,229320481,539162201.0,2023-02-14
14,Cardano,ada,0.385769,186619940,13519315737.0,2023-02-14
15,SHIBA INU,shib,1.268e-05,170424460,7473226394.0,2023-02-14
16,Dogecoin,doge,0.083395,169403447,11449094861.0,2023-02-14
17,Optimism,op,2.40907,163119143,541436128.0,2023-02-14
18,The Graph,grt,0.166824,162027815,1466078898.0,2023-02-14
19,Fetch.ai,fet,0.452255,158260332,311204762.0,2023-02-14
20,Litecoin,ltc,95.3331,154642161,6846789755.0,2023-02-14
21,Lido DAO Token,ldo,2.55059,134367515,2113620943.0,2023-02-14
22,Mina,mina,1.0126,116052522,849234807.0,2023-02-14
23,Render Token,rndr,1.73116,110271939,479254268.0,2023-02-14
24,Avalanche,avax,18.0993,100289822,5663170010.0,2023-02-14
25,dYdX,dydx,2.62717,97104868,367610439.0,2023-02-14
26,Gala,gala,0.0438526,95838445,330758400.0,2023-02-14
27,Curve,crv,1.07022,94553656,779163021.0,2023-02-14
28,Magic,magic,1.66706,92295946,345077869.0,2023-02-14
29,Hooked Protocol,hook,2.58434,89743987,129217224.0,2023-02-14
30,ChainLink,link,6.79306,81079361,3339471754.0,2023-02-14
31,The Sandbox,sand,0.710635,80250879,1117088202.0,2023-02-14
32,Polkadot,dot,6.21818,77027202,7346502230.0,2023-02-14
33,TRON,trx,0.0667401,76085552,6143713838.0,2023-02-14
34,Hedera,hbar,0.0865709,75388478,2205224397.0,2023-02-14
35,Oasis Network,rose,0.0789166,70429819,396899870.0,2023-02-14
36,Cosmos,atom,13.4181,67893997,3884249305.0,2023-02-14
37,Multi Collateral DAI,dai,0.999915,64693249,5194907141.0,2023-02-14
38,NEAR Protocol,near,2.23857,60407342,1873332516.0,2023-02-14
39,Terra Classic,luna,0.000169733,60293346,1009185462.0,2023-02-14
40,TerraClassicUSD,ust,0.03039,59488974,297806753.0,2023-02-14
41,Blur,blur,0.624842,59406708,0.0,2023-02-14
42,Aave,aave,82.4944,57612862,1167346577.0,2023-02-14
43,Highstreet,high,3.25296,56670367,99679542.0,2023-02-14
44,Filecoin,fil,5.07622,52076807,1977257715.0,2023-02-14
45,USDD,usdd,0.986706,51671193,715689921.0,2023-02-14
46,Ocean Protocol,ocean,0.475478,49717294,206370270.0,2023-02-14
47,Loopring,lrc,0.412398,49425028,513845569.0,2023-02-14
48,Decentraland,mana,0.67458,48292161,1225454918.0,2023-02-14
49,JasmyCoin,jasmy,0.00658062,47913904,169302748.0,2023-02-14
50,Onyxcoin,xcn,0.0174407,46389520,374501117.0,2023-02-14
1,Tether,usdt,1.00047,19223829761,69215066215.0,2023-02-14
2,Bitcoin,btc,22251.4,13833148725,428602138652.0,2023-02-14
3,Binance USD,busd,0.999532,7438169560,21833179107.0,2023-02-14
4,Ethereum,eth,1556.07,3218138245,188981639640.0,2023-02-14
5,USD Coin,usdc,0.999992,589088000,42565065253.0,2023-02-14
6,Solana,sol,21.7462,466660890,7968126983.0,2023-02-14
7,XRP,xrp,0.378664,391602791,19082995413.0,2023-02-14
8,Polygon,matic,1.25448,388167711,11234507015.0,2023-02-14
9,Binance Coin,bnb,296.751,340475176,47654666901.0,2023-02-14
10,Fantom,ftm,0.51573,326856099,1432289143.0,2023-02-14
11,Aptos,apt,14.4199,318409089,2109822927.0,2023-02-14
12,Hashflow,hft,0.690571,238681910,121008225.0,2023-02-14
13,SingularityNET,agix,0.459385,229326857,538144407.0,2023-02-14
14,Cardano,ada,0.385772,186619539,13519420258.0,2023-02-14
15,SHIBA INU,shib,1.268e-05,170425697,7473214766.0,2023-02-14
16,Dogecoin,doge,0.083444,169403228,11455822034.0,2023-02-14
17,Optimism,op,2.40907,163118982,541436128.0,2023-02-14
18,The Graph,grt,0.166752,162027960,1465447673.0,2023-02-14
19,Fetch.ai,fet,0.452009,158260109,311036019.0,2023-02-14
20,Litecoin,ltc,95.3533,154641616,6848238876.0,2023-02-14
21,Lido DAO Token,ldo,2.55059,134367701,2113620913.0,2023-02-14
22,Mina,mina,1.01263,116052325,849252276.0,2023-02-14
23,Render Token,rndr,1.73246,110272674,479615529.0,2023-02-14
24,Avalanche,avax,18.0992,100289666,5663152103.0,2023-02-14
25,dYdX,dydx,2.62717,97104665,367610439.0,2023-02-14
26,Gala,gala,0.0438497,95838353,330736804.0,2023-02-14
27,Curve,crv,1.0717,94553709,780244540.0,2023-02-14
28,Magic,magic,1.66704,92295777,345073083.0,2023-02-14
29,Hooked Protocol,hook,2.58424,89743768,129212324.0,2023-02-14
30,ChainLink,link,6.79734,81080524,3341572428.0,2023-02-14
31,The Sandbox,sand,0.710802,80251438,1117351504.0,2023-02-14
32,Polkadot,dot,6.21948,77026956,7348035148.0,2023-02-14
33,TRON,trx,0.0667579,76085341,6145357137.0,2023-02-14
34,Hedera,hbar,0.0865856,75388317,2205599543.0,2023-02-14
35,Oasis Network,rose,0.0789166,70429671,396899870.0,2023-02-14
36,Cosmos,atom,13.4174,67893837,3884046763.0,2023-02-14
37,Multi Collateral DAI,dai,0.999907,64697124,5194863523.0,2023-02-14
38,NEAR Protocol,near,2.23857,60407225,1873332516.0,2023-02-14
39,Terra Classic,luna,0.000169733,60293459,1009185463.0,2023-02-14
40,TerraClassicUSD,ust,0.03039,59488978,297806753.0,2023-02-14
41,Blur,blur,0.635632,59406656,0.0,2023-02-14
42,Aave,aave,82.4928,57612736,1167323051.0,2023-02-14
43,Highstreet,high,3.25496,56672151,99740712.0,2023-02-14
44,Filecoin,fil,5.07535,52076680,1976919709.0,2023-02-14
45,USDD,usdd,0.986679,51672386,715669952.0,2023-02-14
46,Ocean Protocol,ocean,0.475478,49718084,206370269.0,2023-02-14
47,Loopring,lrc,0.412398,49425425,513845569.0,2023-02-14
48,Decentraland,mana,0.67458,48292181,1225454918.0,2023-02-14
49,JasmyCoin,jasmy,0.00658062,47913857,169302747.0,2023-02-14
50,Onyxcoin,xcn,0.0174317,46390078,374308819.0,2023-02-14
1,Tether,usdt,1.00047,19228539595,69215265252.0,2023-02-14
2,Bitcoin,btc,22253.9,13835251444,428650568486.0,2023-02-14
3,Binance USD,busd,0.999532,7443567703,21833179107.0,2023-02-14
4,Ethereum,eth,1556.07,3218304522,188982549892.0,2023-02-14
5,USD Coin,usdc,0.999992,588698296,42565065253.0,2023-02-14
6,Solana,sol,21.7586,466718861,7972680160.0,2023-02-14
7,XRP,xrp,0.378719,391620425,19085731831.0,2023-02-14
8,Polygon,matic,1.25534,388212386,11242209283.0,2023-02-14
9,Binance Coin,bnb,296.764,340448159,47656809752.0,2023-02-14
10,Fantom,ftm,0.516182,326859336,1433545911.0,2023-02-14
11,Aptos,apt,14.4199,318401420,2109822927.0,2023-02-14
12,Hashflow,hft,0.689995,238725731,120907351.0,2023-02-14
13,SingularityNET,agix,0.45999,229430492,538852909.0,2023-02-14
14,Cardano,ada,0.385764,186663850,13519138419.0,2023-02-14
15,SHIBA INU,shib,1.26899e-05,170459813,7479086559.0,2023-02-14
16,Dogecoin,doge,0.083452,169396905,11456921840.0,2023-02-14
17,Optimism,op,2.40907,163061998,541436128.0,2023-02-14
18,The Graph,grt,0.166896,162048424,1466712395.0,2023-02-14
19,Fetch.ai,fet,0.452501,158328849,311374323.0,2023-02-14
20,Litecoin,ltc,95.3258,154652886,6846264320.0,2023-02-14
21,Lido DAO Token,ldo,2.55384,134453312,2116309598.0,2023-02-14
22,Mina,mina,1.01263,116267914,849254401.0,2023-02-14
23,Render Token,rndr,1.73094,110276820,479194247.0,2023-02-14
24,Avalanche,avax,18.0994,100315056,5663198308.0,2023-02-14
25,dYdX,dydx,2.62717,97137898,367610453.0,2023-02-14
26,Gala,gala,0.0438779,95866292,330949253.0,2023-02-14
27,Curve,crv,1.07092,94907350,779676001.0,2023-02-14
28,Magic,magic,1.66704,92227351,345073083.0,2023-02-14
29,Hooked Protocol,hook,2.58501,89747139,129250872.0,2023-02-14
30,ChainLink,link,6.79769,81089580,3341745440.0,2023-02-14
31,The Sandbox,sand,0.710902,80280160,1117508438.0,2023-02-14
32,Polkadot,dot,6.22064,77036217,7349409464.0,2023-02-14
33,TRON,trx,0.0667579,76065569,6145357137.0,2023-02-14
34,Hedera,hbar,0.0866203,75408830,2206482444.0,2023-02-14
35,Oasis Network,rose,0.0788702,70491838,396666896.0,2023-02-14
36,Cosmos,atom,13.4174,67898097,3884046789.0,2023-02-14
37,Multi Collateral DAI,dai,0.999919,64718686,5194930369.0,2023-02-14
38,NEAR Protocol,near,2.23996,60442521,1874497251.0,2023-02-14
39,Terra Classic,luna,0.000169733,60166309,1009185463.0,2023-02-14
40,Blur,blur,0.641941,59451698,0.0,2023-02-14
41,TerraClassicUSD,ust,0.03039,59437695,297806753.0,2023-02-14
42,Aave,aave,82.4957,57638102,1167364636.0,2023-02-14
43,Highstreet,high,3.25496,56665530,99740712.0,2023-02-14
44,Filecoin,fil,5.07535,52086244,1976919709.0,2023-02-14
45,USDD,usdd,0.986682,51684096,715672268.0,2023-02-14
46,Ocean Protocol,ocean,0.475478,49716606,206370269.0,2023-02-14
47,Loopring,lrc,0.412416,49426490,513868044.0,2023-02-14
48,Decentraland,mana,0.67458,48298112,1225454918.0,2023-02-14
49,JasmyCoin,jasmy,0.0065905,47932799,169557081.0,2023-02-14
50,Onyxcoin,xcn,0.0174317,46321209,374308818.0,2023-02-14
1,Tether,usdt,1.00047,19229890395,69215266083.0,2023-02-14
2,Bitcoin,btc,22255.5,13835311354,428681152687.0,2023-02-14
3,Binance USD,busd,0.999532,7444194835,21833178963.0,2023-02-14
4,Ethereum,eth,1556.11,3218330684,188987454203.0,2023-02-14
5,USD Coin,usdc,0.999992,588701764,42565065253.0,2023-02-14
6,Solana,sol,21.7753,466720509,7978801767.0,2023-02-14
7,XRP,xrp,0.378718,391627594,19085715735.0,2023-02-14
8,Polygon,matic,1.25561,388213786,11244632221.0,2023-02-14
9,Binance Coin,bnb,296.754,340451421,47655140458.0,2023-02-14
10,Fantom,ftm,0.516161,326857358,1433487399.0,2023-02-14
11,Aptos,apt,14.4199,318399950,2109822927.0,2023-02-14
12,Hashflow,hft,0.691435,238726537,121159622.0,2023-02-14
13,SingularityNET,agix,0.460214,229431701,539115961.0,2023-02-14
14,Cardano,ada,0.385881,186664494,13523228615.0,2023-02-14
15,SHIBA INU,shib,1.26987e-05,170456746,7484251816.0,2023-02-14
16,Dogecoin,doge,0.0834289,169397284,11453757846.0,2023-02-14
17,Optimism,op,2.40907,163062220,541436129.0,2023-02-14
18,The Graph,grt,0.167335,162043886,1470566483.0,2023-02-14
19,Fetch.ai,fet,0.452468,158321268,311351339.0,2023-02-14
20,Litecoin,ltc,95.3598,154653834,6848706346.0,2023-02-14
21,Lido DAO Token,ldo,2.55547,134453547,2117661782.0,2023-02-14
22,Mina,mina,1.00821,116265849,845545360.0,2023-02-14
23,Render Token,rndr,1.73074,110276954,479140115.0,2023-02-14
24,Avalanche,avax,18.1077,100314064,5665804421.0,2023-02-14
25,dYdX,dydx,2.62717,97138060,367610452.0,2023-02-14
26,Gala,gala,0.0439204,95865924,331270068.0,2023-02-14
27,Curve,crv,1.07251,94907530,780829514.0,2023-02-14
28,Magic,magic,1.66698,92227485,345061350.0,2023-02-14
29,Hooked Protocol,hook,2.58334,89747344,129167301.0,2023-02-14
30,ChainLink,link,6.79939,81090032,3342583905.0,2023-02-14
31,The Sandbox,sand,0.710889,80280858,1117488048.0,2023-02-14
32,Polkadot,dot,6.21955,77036563,7348123331.0,2023-02-14
33,TRON,trx,0.0667579,76065956,6145357180.0,2023-02-14
34,Hedera,hbar,0.0867002,75408988,2208517209.0,2023-02-14
35,Oasis Network,rose,0.0795188,70490751,399928753.0,2023-02-14
36,Cosmos,atom,13.4195,67898426,3884671746.0,2023-02-14
37,Multi Collateral DAI,dai,0.999928,64719792,5194974153.0,2023-02-14
38,NEAR Protocol,near,2.24135,60442554,1875662366.0,2023-02-14
39,Terra Classic,luna,0.000169746,60166300,1009261692.0,2023-02-14
40,Blur,blur,0.6365,59451705,0.0,2023-02-14
41,TerraClassicUSD,ust,0.03039,59437700,297806753.0,2023-02-14
42,Aave,aave,82.6697,57638387,1169826638.0,2023-02-14
43,Highstreet,high,3.25296,56665653,99679542.0,2023-02-14
44,Filecoin,fil,5.07708,52086335,1977596110.0,2023-02-14
45,USDD,usdd,0.986627,51685483,715632478.0,2023-02-14
46,Ocean Protocol,ocean,0.475478,49716887,206370269.0,2023-02-14
47,Loopring,lrc,0.412416,49425680,513867761.0,2023-02-14
48,Decentraland,mana,0.674664,48297970,1225608141.0,2023-02-14
49,JasmyCoin,jasmy,0.00659043,47931116,169555063.0,2023-02-14
50,Onyxcoin,xcn,0.0174137,46321985,373921448.0,2023-02-14
1,Tether,usdt,1.00047,19231949910,69215238479.0,2023-02-14
2,Bitcoin,btc,22255.5,13837230414,428681518275.0,2023-02-14
3,Binance USD,busd,0.999532,7444574083,21833179107.0,2023-02-14
4,Ethereum,eth,1556.27,3218694303,189006513027.0,2023-02-14
5,USD Coin,usdc,0.999912,588560889,42561633534.0,2023-02-14
6,Solana,sol,21.7689,466779827,7976471553.0,2023-02-14
7,XRP,xrp,0.378683,391464013,19083906281.0,2023-02-14
8,Polygon,matic,1.25567,389914349,11245177206.0,2023-02-14
9,Binance Coin,bnb,296.714,340413923,47648762137.0,2023-02-14
10,Fantom,ftm,0.516161,327001798,1433487388.0,2023-02-14
11,Aptos,apt,14.4286,318407602,2111092588.0,2023-02-14
12,Hashflow,hft,0.691723,238738885,121210060.0,2023-02-14
13,SingularityNET,agix,0.460947,229600740,539974741.0,2023-02-14
14,Cardano,ada,0.385881,186696004,13523228601.0,2023-02-14
15,SHIBA INU,shib,1.26987e-05,170436519,7484251816.0,2023-02-14
16,Dogecoin,doge,0.0834452,169437374,11455988968.0,2023-02-14
17,Optimism,op,2.41002,163083253,541649283.0,2023-02-14
18,The Graph,grt,0.167338,162033744,1470593502.0,2023-02-14
19,Fetch.ai,fet,0.452635,158341997,311466569.0,2023-02-14
20,Litecoin,ltc,95.3327,154548371,6846759715.0,2023-02-14
21,Lido DAO Token,ldo,2.55547,134438465,2117661673.0,2023-02-14
22,Mina,mina,1.00821,116302297,845545360.0,2023-02-14
23,Render Token,rndr,1.73061,110276978,479102790.0,2023-02-14
24,Avalanche,avax,18.1161,100113783,5668418891.0,2023-02-14
25,dYdX,dydx,2.62721,97116795,367615506.0,2023-02-14
26,Gala,gala,0.0439292,95844156,331336128.0,2023-02-14
27,Curve,crv,1.07234,95085440,780709540.0,2023-02-14
28,Magic,magic,1.65363,92271159,342296941.0,2023-02-14
29,Hooked Protocol,hook,2.58305,89772969,129152932.0,2023-02-14
30,ChainLink,link,6.79854,81109573,3342164502.0,2023-02-14
31,The Sandbox,sand,0.710889,80281291,1117488046.0,2023-02-14
32,Polkadot,dot,6.22214,77086059,7351178161.0,2023-02-14
33,TRON,trx,0.0667579,76078039,6145357180.0,2023-02-14
34,Hedera,hbar,0.0867094,75398106,2208751992.0,2023-02-14
35,Oasis Network,rose,0.0796629,70494681,400653367.0,2023-02-14
36,Cosmos,atom,13.4218,67937052,3885331241.0,2023-02-14
37,Multi Collateral DAI,dai,0.999928,64703169,5194975546.0,2023-02-14
38,NEAR Protocol,near,2.24068,60466994,1875096345.0,2023-02-14
39,Blur,blur,0.626564,59562456,0.0,2023-02-14
40,TerraClassicUSD,ust,0.03039,59412327,297806753.0,2023-02-14
41,Terra Classic,luna,0.000169746,59403229,1009261696.0,2023-02-14
42,Aave,aave,82.6958,57640782,1170195622.0,2023-02-14
43,Highstreet,high,3.23799,56621208,99220765.0,2023-02-14
44,Filecoin,fil,5.08056,52094602,1978948526.0,2023-02-14
45,USDD,usdd,0.986747,51647438,715719888.0,2023-02-14
46,Ocean Protocol,ocean,0.475653,49732202,206446502.0,2023-02-14
47,Loopring,lrc,0.412232,49422082,513638175.0,2023-02-14
48,Decentraland,mana,0.675162,48307305,1226513717.0,2023-02-14
49,JasmyCoin,jasmy,0.00659043,47954093,169555064.0,2023-02-14
50,Onyxcoin,xcn,0.0174116,46330536,373875750.0,2023-02-14
1,Tether,usdt,1.00046,19230295620,69214880944.0,2023-02-14
2,Bitcoin,btc,22255.1,13837023035,428672337544.0,2023-02-14
3,Binance USD,busd,0.999532,7444183468,21833179107.0,2023-02-14
4,Ethereum,eth,1556.19,3218678073,188996154854.0,2023-02-14
5,USD Coin,usdc,0.999912,588511815,42561633394.0,2023-02-14
6,Solana,sol,21.7623,466777670,7974043255.0,2023-02-14
7,XRP,xrp,0.378683,391462187,19083906306.0,2023-02-14
8,Polygon,matic,1.25575,389912020,11245888780.0,2023-02-14
9,Binance Coin,bnb,296.714,340410226,47648761945.0,2023-02-14
10,Fantom,ftm,0.515584,326999951,1431883996.0,2023-02-14
11,Aptos,apt,14.4285,318406276,2111080010.0,2023-02-14
12,Hashflow,hft,0.691339,238737874,121142815.0,2023-02-14
13,SingularityNET,agix,0.460622,229592899,539593486.0,2023-02-14
14,Cardano,ada,0.385959,186694902,13525963118.0,2023-02-14
15,SHIBA INU,shib,1.26907e-05,170434522,7479518567.0,2023-02-14
16,Dogecoin,doge,0.083421,169436376,11452662507.0,2023-02-14
17,Optimism,op,2.40987,163082558,541615834.0,2023-02-14
18,The Graph,grt,0.167338,162032686,1470593597.0,2023-02-14
19,Fetch.ai,fet,0.45239,158341306,311297808.0,2023-02-14
20,Litecoin,ltc,95.3327,154547568,6846759667.0,2023-02-14
21,Lido DAO Token,ldo,2.55547,134437444,2117661340.0,2023-02-14
22,Mina,mina,1.00761,116301825,845043671.0,2023-02-14
23,Render Token,rndr,1.73061,110275636,479102791.0,2023-02-14
24,Avalanche,avax,18.1077,100113427,5665806154.0,2023-02-14
25,dYdX,dydx,2.62721,97116304,367615516.0,2023-02-14
26,Gala,gala,0.0439309,95843759,331349167.0,2023-02-14
27,Curve,crv,1.07115,95084757,779843775.0,2023-02-14
28,Magic,magic,1.65366,92270749,342303035.0,2023-02-14
29,Hooked Protocol,hook,2.58106,89772584,129053367.0,2023-02-14
30,ChainLink,link,6.79854,81107836,3342165032.0,2023-02-14
31,The Sandbox,sand,0.710934,80280077,1117557913.0,2023-02-14
32,Polkadot,dot,6.22336,77085614,7352623936.0,2023-02-14
33,TRON,trx,0.0667666,76077558,6146153098.0,2023-02-14
34,Hedera,hbar,0.0867094,75397800,2208751994.0,2023-02-14
35,Oasis Network,rose,0.0797926,70494355,401305773.0,2023-02-14
36,Cosmos,atom,13.4204,67936741,3884926507.0,2023-02-14
37,Multi Collateral DAI,dai,0.999928,64698720,5194975546.0,2023-02-14
38,NEAR Protocol,near,2.24066,60466735,1875084223.0,2023-02-14
39,Blur,blur,0.626011,59562184,0.0,2023-02-14
40,TerraClassicUSD,ust,0.03039,59412294,297806753.0,2023-02-14
41,Terra Classic,luna,0.00016977,59402926,1009405930.0,2023-02-14
42,Aave,aave,82.6959,57640430,1170198156.0,2023-02-14
43,Highstreet,high,3.24797,56619113,99526617.0,2023-02-14
44,Filecoin,fil,5.08056,52094351,1978948528.0,2023-02-14
45,USDD,usdd,0.986744,51646574,715717092.0,2023-02-14
46,Ocean Protocol,ocean,0.475653,49731108,206446502.0,2023-02-14
47,Loopring,lrc,0.412232,49421380,513638186.0,2023-02-14
48,Decentraland,mana,0.675184,48307003,1226553777.0,2023-02-14
49,JasmyCoin,jasmy,0.00660996,47953901,170057731.0,2023-02-14
50,Onyxcoin,xcn,0.0174115,46329733,373875087.0,2023-02-14
1,Tether,usdt,1.00047,19229108001,69214897064.0,2023-02-14
2,Bitcoin,btc,22252.6,13837332902,428625186884.0,2023-02-14
3,Binance USD,busd,0.999637,7443545085,21835480117.0,2023-02-14
4,Ethereum,eth,1555.98,3218718913,188970704832.0,2023-02-14
5,USD Coin,usdc,0.999912,588503065,42561633394.0,2023-02-14
6,Solana,sol,21.7624,466787190,7974066427.0,2023-02-14
7,XRP,xrp,0.378728,391464067,19086201356.0,2023-02-14
8,Polygon,matic,1.25545,389916209,11243215044.0,2023-02-14
9,Binance Coin,bnb,296.714,340413586,47648761945.0,2023-02-14
10,Fantom,ftm,0.515584,327003641,1431883996.0,2023-02-14
11,Aptos,apt,14.4285,318412500,2111080010.0,2023-02-14
12,Hashflow,hft,0.691339,238742988,121142815.0,2023-02-14
13,SingularityNET,agix,0.460312,229608652,539230912.0,2023-02-14
14,Cardano,ada,0.385881,186696840,13523228622.0,2023-02-14
15,SHIBA INU,shib,1.26907e-05,170437761,7479518567.0,2023-02-14
16,Dogecoin,doge,0.0834046,169438342,11450415279.0,2023-02-14
17,Optimism,op,2.40987,163085595,541615834.0,2023-02-14
18,The Graph,grt,0.167266,162034402,1469961099.0,2023-02-14
19,Fetch.ai,fet,0.45239,158342908,311297808.0,2023-02-14
20,Litecoin,ltc,95.3186,154548194,6845747571.0,2023-02-14
21,Lido DAO Token,ldo,2.55302,134439335,2115637236.0,2023-02-14
22,Mina,mina,1.00763,116303468,845061524.0,2023-02-14
23,Render Token,rndr,1.73034,110276848,479028112.0,2023-02-14
24,Avalanche,avax,18.0994,100115123,5663193364.0,2023-02-14
25,dYdX,dydx,2.62721,97116991,367615516.0,2023-02-14
26,Gala,gala,0.0438959,95845191,331084928.0,2023-02-14
27,Curve,crv,1.07147,95085541,780076535.0,2023-02-14
28,Magic,magic,1.65365,92272127,342301478.0,2023-02-14
29,Hooked Protocol,hook,2.57982,89774849,128991083.0,2023-02-14
30,ChainLink,link,6.80025,81108322,3343004495.0,2023-02-14
31,The Sandbox,sand,0.710957,80280520,1117594682.0,2023-02-14
32,Polkadot,dot,6.22336,77085887,7352623987.0,2023-02-14
33,TRON,trx,0.0667666,76077473,6146153098.0,2023-02-14
34,Hedera,hbar,0.0866554,75398578,2207376459.0,2023-02-14
35,Oasis Network,rose,0.0797926,70495414,401305768.0,2023-02-14
36,Cosmos,atom,13.4204,67937131,3884926562.0,2023-02-14
37,Multi Collateral DAI,dai,0.999928,64697909,5194975546.0,2023-02-14
38,NEAR Protocol,near,2.24066,60467721,1875084223.0,2023-02-14
39,Blur,blur,0.626011,59562196,0.0,2023-02-14
40,TerraClassicUSD,ust,0.03039,59417894,297806753.0,2023-02-14
41,Terra Classic,luna,0.000169371,59405665,1007033010.0,2023-02-14
42,Aave,aave,82.6959,57640548,1170198155.0,2023-02-14
43,Highstreet,high,3.24398,56620641,99404277.0,2023-02-14
44,Filecoin,fil,5.08142,52094642,1979286597.0,2023-02-14
45,USDD,usdd,0.986761,51645574,715729440.0,2023-02-14
46,Ocean Protocol,ocean,0.475653,49731778,206446502.0,2023-02-14
47,Loopring,lrc,0.412232,49421511,513638159.0,2023-02-14
48,Decentraland,mana,0.675184,48307399,1226553786.0,2023-02-14
49,JasmyCoin,jasmy,0.00660996,47954303,170057731.0,2023-02-14
50,Onyxcoin,xcn,0.0174115,46329726,373875044.0,2023-02-14
1,Tether,usdt,1.00046,19231444116,69214870014.0,2023-02-14
2,Bitcoin,btc,22254.7,13837422144,428665775642.0,2023-02-14
3,Binance USD,busd,0.999637,7444195531,21835480117.0,2023-02-14
4,Ethereum,eth,1556.2,3218743995,188998227606.0,2023-02-14
5,USD Coin,usdc,0.999912,588520856,42561630827.0,2023-02-14
6,Solana,sol,21.7689,466788721,7976473997.0,2023-02-14
7,XRP,xrp,0.378728,391465856,19086210215.0,2023-02-14
8,Polygon,matic,1.25657,389917862,11253176992.0,2023-02-14
9,Binance Coin,bnb,296.714,340422441,47648761929.0,2023-02-14
10,Fantom,ftm,0.515584,327005102,1431883994.0,2023-02-14
11,Aptos,apt,14.4285,318413158,2111080010.0,2023-02-14
12,Hashflow,hft,0.691339,238744043,121142813.0,2023-02-14
13,SingularityNET,agix,0.460435,229610127,539374786.0,2023-02-14
14,Cardano,ada,0.386119,186697849,13531564816.0,2023-02-14
15,SHIBA INU,shib,1.26907e-05,170437855,7479518573.0,2023-02-14
16,Dogecoin,doge,0.0834366,169438836,11454812796.0,2023-02-14
17,Optimism,op,2.40983,163086008,541605611.0,2023-02-14
